,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,xgot,goalType,name,playerId,player_x,player_y,player_z,goalMouth_x,goalMouth_y,goalMouth_z,blockCoordinates_x,blockCoordinates_y,blockCoordinates_z,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_regular,shot_sit_set-piece,homeTeam_False,homeTeam_True,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,bodyPart_head,bodyPart_left-foot,bodyPart_right-foot
0,0.014030817896128,2143518,90,3.0,5520,1,780,shot,0.0,0,darwin-nunez,924871,23.4,31.6,0,0,48.6,19.0,21.5,33.2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0.022660654038191,2143458,82,0.0,4906,9,494,shot,0.0,0,darwin-nunez,924871,22.3,40.2,0,0,52.1,19.0,20.6,40.8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,0.24398964643478,2143422,71,0.0,4257,20,1143,shot,0.1829,0,nicolas-jackson,1085381,7.4,33.5,0,0,50.7,6.3,4.4,39.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3,0.082728244364262,2143392,65,0.0,3877,26,1523,shot,0.0,0,levi-colwill,996911,13.8,43.3,0,0,51.4,19.0,10.5,45.1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4,0.033789850771427,2143381,62,0.0,3693,29,1707,shot,0.0,0,reece-james,885908,15.1,6.4,0,0,49.4,58.3,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5,0.15849617123604,2143349,55,0.0,3251,36,2149,shot,0.1691,0,ben-chilwell,802695,8.8,31.4,0,0,52.4,13.9,3.1,42.1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6,0.021287074312568,2143346,54,0.0,3203,37,2197,shot,0.0,0,dominik-szoboszlai,869856,22.8,36.1,0,0,53.1,12.5,21.0,36.6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
7,0.16738401353359,2143341,53,0.0,3126,38,2274,shot,0.0,0,luis-diaz,883537,3.9,43.3,0,0,49.9,19.0,2.0,46.6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8,0.026503695175052,2143326,49,0.0,2902,42,2498,shot,0.0,0,virgil-van-dijk,151545,18.1,26.0,0,0,45.5,52.8,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9,0.051183111965656,2143327,49,0.0,2896,42,2504,shot,0.0,0,luis-diaz,883537,13.2,60.5,0,0,69.6,12.5,1.1,35.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10,0.11098399758339,2143318,47,0.0,2785,44,2615,shot,0.0,0,luis-diaz,883537,11.0,38.2,0,0,37.5,8.3,5.3,56.9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
11,0.058743588626385,2143216,45,6.0,3039,1,2361,shot,0.0,0,axel-disasi,827243,9.5,50.7,0,0,63.2,8.3,2.0,39.9,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
12,0.13051977753639,2143161,43,0.0,2575,3,125,shot,0.0,0,nicolas-jackson,1085381,7.9,53.6,0,0,50.9,80.6,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
13,0.034433148801327,2143144,41,0.0,2435,5,265,shot,0.0,0,mohamed-salah,159665,14.1,68.5,0,0,43.7,6.9,1.1,58.1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
14,0.41481375694275,2143116,37,0.0,2180,9,520,shot,0.8555,regular,axel-disasi,827243,4.8,49.4,0,0,54.2,6.3,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
15,0.16593696177006,2143074,26,0.0,1519,20,1181,shot,0.0,0,mohamed-salah,159665,14.9,55.5,0,0,53.8,19.0,6.7,50.4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
16,0.043981775641441,2143059,24,0.0,1417,22,1283,shot,0.0,0,nicolas-jackson,1085381,11.7,36.1,0,0,35.3,1.4,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
17,0.51376628875732,2143028,18,0.0,1047,28,1653,shot,0.7977,regular,luis-diaz,883537,10.0,45.5,0,0,52.9,1.9,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
18,0.12666127085686,2143014,16,0.0,919,30,1781,shot,0.229,0,nicolas-jackson,1085381,7.0,55.3,0,0,49.9,1.9,4.6,54.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
19,0.079918473958969,2142986,12,0.0,676,34,2024,shot,0.0,0,mohamed-salah,159665,18.1,47.2,0,0,45.7,39.2,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
20,0.060327380895615,2142991,11,0.0,655,35,2045,shot,0.0,0,enzo-fernandez,974505,9.0,66.6,0,0,52.0,19.0,7.3,63.2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
21,0.047952890396118,2142952,6,0.0,331,40,2369,shot,0.0,0,diogo-jota,606164,13.2,64.9,0,0,40.7,26.4,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,0.022569674998522,2142930,2,0.0,72,44,2628,shot,0.0,0,diogo-jota,606164,13.3,47.1,0,0,72.8,2.8,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
